Staten Island Rolling Sales File.  All Sales From May 2016 - April 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 5/1/2017  Co-op Sales Files as of 5/5/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 1/6/2017,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3121,159, ,A5,24 PALISADE STREET                       ,            ,10305,1,0,1," 2,160 "," 1,280 ",2012,1,A5," 490,000 ",7/14/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3121,175, ,A5,3 GUILFORD STREET                        ,            ,10305,1,0,1," 2,100 "," 1,275 ",1997,1,A5," 539,000 ",1/12/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,27, ,A5,87 OCEANSIDE AVENUE                      ,            ,10305,1,0,1," 2,450 "," 1,195 ",1999,1,A5," 385,320 ",10/28/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,48, ,A5,165 ARTHUR AVENUE                        ,            ,10305,1,0,1," 2,550 "," 1,519 ",1999,1,A5," 510,000 ",1/5/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,133, ,A2,215 FR CAPODANNO BLVD                    ,            ,10305,1,0,1," 1,950 ", 800 ,1915,1,A2, -   ,5/16/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,140, ,A9,229 FR CAPODANNO BLVD                    ,            ,10305,1,0,1," 2,100 "," 1,296 ",1920,1,A9," 345,000 ",8/5/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,155, ,A2,255 FR CAPODANNO BLVD                    ,            ,10305,1,0,1," 2,325 ", 720 ,1915,1,A2," 200,000 ",8/25/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,167, ,A2,11 SUNNYMEADE VILLAGE                    ,            ,10305,1,0,1," 2,542 ", 560 ,1920,1,A2, -   ,3/6/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,167, ,A2,11 SUNNYMEADE VILLAGE                    ,            ,10305,1,0,1," 2,542 ", 560 ,1920,1,A2," 103,000 ",10/19/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,167, ,A2,11 SUNNYMEADE VILLAGE                    ,            ,10305,1,0,1," 2,542 ", 560 ,1920,1,A2, 500 ,8/8/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,169, ,A2,13 SUNNYMEADE VILLAGE                    ,            ,10305,1,0,1," 2,542 ", 540 ,1920,1,A2," 260,000 ",7/26/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,171, ,A2,15 SUNNYMEADE VILLAGE                    ,            ,10305,1,0,1," 2,542 ", 540 ,1920,1,A2," 250,712 ",12/20/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,218, ,A2,18 SUNNYMEADE VILLAGE                    ,            ,10305,1,0,1," 2,366 ", 416 ,1920,1,A2," 213,983 ",10/27/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,220, ,A1,16 SUNNYMEADE VILLAGE                    ,            ,10305,1,0,1," 2,821 "," 1,615 ",1920,1,A1," 360,871 ",11/17/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,226, ,A1,10 SUNNYMEADE VILLAGE                    ,            ,10305,1,0,1," 2,821 ", 920 ,1920,1,A1," 281,120 ",9/16/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,303, ,A5,16 RAGAZZI LANE                          ,            ,10305,1,0,1," 1,400 "," 1,844 ",2000,1,A5," 490,000 ",1/23/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3123,5, ,A5,107 ALEX CIRCLE                          ,            ,10305,1,0,1," 1,300 "," 1,254 ",2000,1,A5," 450,000 ",2/13/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3123,21, ,A5,91 ALEX CIRCLE                           ,            ,10305,1,0,1," 1,300 "," 1,254 ",2000,1,A5," 469,600 ",10/28/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3123,25, ,A5,87 ALEX CIRCLE                           ,            ,10305,1,0,1," 1,300 "," 1,254 ",2000,1,A5," 440,000 ",7/20/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3123,39, ,A5,73 ALEX CIRCLE                           ,            ,10305,1,0,1," 1,300 "," 1,254 ",2000,1,A5," 450,000 ",8/25/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3123,104, ,A5,135 ALEX CIRCLE                          ,            ,10305,1,0,1," 3,775 "," 1,410 ",2000,1,A5," 553,000 ",12/6/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3123,105, ,A5,137 ALEX CIRCLE                          ,            ,10305,1,0,1," 2,000 "," 1,254 ",2000,1,A5, -   ,8/29/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3123,117, ,A5,25 ALEX CIRCLE                           ,            ,10305,1,0,1," 1,600 "," 1,176 ",2000,1,A5," 470,000 ",4/4/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3123,141, ,A5,51 ALEX CIRCLE                           ,            ,10305,1,0,1," 1,750 "," 1,410 ",2000,1,A5," 432,500 ",7/13/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,17, ,A5,29 DOTY AVENUE                           ,            ,10305,1,0,1," 1,201 "," 1,636 ",1999,1,A5, -   ,6/2/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,19, ,A5,23B DOTY AVENUE                          ,            ,10305,1,0,1," 1,960 "," 1,990 ",2004,1,A5," 489,000 ",2/15/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,20, ,A5,23A DOTY AVENUE                          ,            ,10305,1,0,1," 1,960 "," 1,990 ",2004,1,A5," 489,000 ",1/24/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,43, ,A5,10 LINDA AVENUE                          ,            ,10305,1,0,1," 2,461 "," 1,092 ",2006,1,A5," 540,000 ",9/19/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,255, ,A2,145 JACKSON AVENUE                       ,            ,10305,1,0,1," 2,409 ", 760 ,1940,1,A2," 159,000 ",6/28/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,363, ,A5,34 SEA GATE COURT                        ,            ,10305,1,0,1," 1,275 "," 1,177 ",1999,1,A5, -   ,6/24/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,468, ,A5,25 SEASIDE LANE                          ,            ,10305,1,0,1," 1,058 "," 1,432 ",1991,1,A5," 446,000 ",1/19/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3125,177, ,A2,171 OCEAN AVENUE                         ,            ,10305,1,0,1," 3,080 ", 748 ,1925,1,A2, -   ,5/17/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3235,61, ,A5,5 KERMIT AVENUE                          ,            ,10305,1,0,1," 1,800 "," 1,280 ",2011,1,A5," 595,000 ",5/21/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3237,7, ,A9,133 KRAMER STREET                        ,            ,10305,1,0,1," 2,350 "," 1,140 ",1965,1,A9," 320,000 ",8/26/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3237,35, ,A9,23 NORWAY AVENUE                         ,            ,10305,1,0,1," 2,300 "," 1,200 ",1960,1,A9," 429,000 ",2/16/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3237,80, ,A2,60 MALLORY AVENUE                        ,            ,10305,1,0,1," 4,200 "," 1,112 ",1960,1,A2, -   ,6/20/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3238,1, ,A9,54 LAMPORT BOULEVARD                     ,            ,10305,1,0,1," 2,600 "," 1,200 ",1960,1,A9, -   ,3/9/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3238,3, ,A5,101 KRAMER STREET                        ,            ,10305,1,0,1," 2,500 "," 1,468 ",1998,1,A5, -   ,6/20/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3238,63, ,A9,38 LAMPORT BOULEVARD                     ,            ,10305,1,0,1," 2,800 "," 1,216 ",1960,1,A9," 402,000 ",6/1/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3239,14, ,A9,53 LAMPORT BOULEVARD                     ,            ,10305,1,0,1," 3,000 "," 1,230 ",1960,1,A9, -   ,7/25/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3246,16, ,A9,143 LAMPORT BOULEVARD                    ,            ,10305,1,0,1," 2,058 "," 1,230 ",1960,1,A9," 335,000 ",6/7/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3246,84, ,A2,106 KENSINGTON AVENUE                    ,            ,10305,1,0,1," 4,000 ", 840 ,1950,1,A2, -   ,11/28/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3247,43, ,A2,65 KENSINGTON AVENUE                     ,            ,10305,1,0,1," 6,000 "," 1,092 ",1955,1,A2, -   ,3/17/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3248,39, ,A9,242 MALLORY AVENUE                       ,            ,10305,1,0,1," 2,500 "," 1,320 ",1960,1,A9, -   ,5/13/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3249,3, ,A2,532 MC CLEAN AVENUE                      ,            ,10305,1,0,1," 4,200 "," 1,056 ",1960,1,A2," 420,000 ",11/22/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3249,26, ,A2,208 LAMPORT BOULEVARD                    ,            ,10305,1,0,1," 4,000 ", 988 ,1950,1,A2, -   ,5/12/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3249,36, ,A2,205 FOCH AVENUE                          ,            ,10305,1,0,1," 5,000 ", 988 ,1950,1,A2," 475,000 ",9/6/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3251,31, ,A2,190 JEROME AVENUE                        ,            ,10305,1,0,1," 4,000 ", 496 ,1940,1,A2," 399,000 ",4/6/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3252,43, ,A2,317 NORWAY AVENUE                        ,            ,10305,1,0,1," 3,000 ", 480 ,1940,1,A2," 230,000 ",3/28/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3252,51, ,A1,301 NORWAY AVENUE                        ,            ,10305,1,0,1," 4,000 "," 2,200 ",2004,1,A1, -   ,11/23/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3252,57, ,A2,289 NORWAY AVENUE                        ,            ,10305,1,0,1," 3,000 ", 792 ,1935,1,A2, 10 ,12/16/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3253,44, ,A2,299 MALLORY AVENUE                       ,            ,10305,1,0,1," 3,000 ", 532 ,1940,1,A2," 260,000 ",2/6/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3254,5, ,A2,178 FOCH AVENUE                          ,            ,10305,1,0,1," 8,000 "," 1,085 ",1935,1,A2," 510,000 ",12/22/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3254,41, ,A2,295 LAMPORT BOULEVARD                    ,            ,10305,1,0,1," 4,000 "," 1,144 ",1960,1,A2, -   ,5/23/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3254,62, ,A9,253 LAMPORT BOULEVARD                    ,            ,10305,1,0,1," 2,000 "," 1,472 ",1976,1,A9," 445,000 ",9/19/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3255,24, ,A5,252 JEROME AVENUE                        ,            ,10305,1,0,1," 2,000 "," 1,800 ",2001,1,A5, -   ,10/7/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3267,27, ,A2,23 LINWOOD AVENUE                        ,            ,10305,1,0,1," 4,000 ", 960 ,1965,1,A2," 569,213 ",2/16/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3267,71, ,A5,290 MAJOR AVENUE                         ,            ,10305,1,0,1," 2,475 "," 1,600 ",2001,1,A5, -   ,6/1/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3267,77, ,A2,72 SAND LANE                             ,            ,10305,1,0,1," 2,300 ", 960 ,1940,1,A2," 422,500 ",9/21/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3269,81, ,A2,44 HICKORY AVENUE                        ,            ,10305,1,0,1," 4,000 "," 1,144 ",1960,1,A2," 485,000 ",1/18/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3270,46, ,A1,47 JEROME AVENUE                         ,            ,10305,1,0,1," 6,000 ", 676 ,1965,1,A1," 103,894 ",7/19/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3271,62, ,A9,174 MACFARLAND AVENUE                    ,            ,10305,1,0,1," 2,333 "," 1,230 ",1960,1,A9," 505,000 ",1/30/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3271,63, ,A9,172 MC FARLAND AVENUE                    ,            ,10305,1,0,1," 2,333 "," 1,230 ",1960,1,A9," 505,000 ",5/31/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3273,10, ,A5,29 DIAZ STREET                           ,            ,10305,1,0,1," 2,450 "," 1,964 ",2000,1,A5, -   ,12/22/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3273,45, ,A5,46 PERSHING STREET                       ,            ,10305,1,0,1," 2,375 "," 1,965 ",2000,1,A5," 545,000 ",10/18/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3275,17, ,A5,121 HICKORY AVENUE                       ,            ,10305,1,0,1," 2,250 "," 1,808 ",2002,1,A5," 450,000 ",7/7/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3276,35, ,A2,107 BIONIA AVENUE                        ,            ,10305,1,0,1," 4,200 ", 960 ,1960,1,A2," 460,000 ",5/24/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3277,40, ,A3,440 MC CLEAN AVENUE                      ,            ,10305,1,0,1," 4,400 "," 3,600 ",1950,1,A3, -   ,5/26/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3277,40, ,A3,440 MC CLEAN AVENUE                      ,            ,10305,1,0,1," 4,400 "," 3,600 ",1950,1,A3, -   ,5/26/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3346,42, ,A5,19 JEROME ROAD                           ,            ,10305,1,0,1," 4,000 "," 2,600 ",2007,1,A5, -   ,7/20/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3346,50, ,A1,33 JEROME ROAD                           ,            ,10305,1,0,1," 2,500 "," 1,185 ",1935,1,A1," 258,000 ",11/23/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3347,20, ,A2,20 JEROME ROAD                           ,            ,10305,1,0,1," 4,000 ", 904 ,1920,1,A2," 375,000 ",11/30/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3347,44, ,A2,23 LACONIA AVENUE                        ,            ,10305,1,0,1," 3,800 ", 871 ,1935,1,A2," 640,000 ",3/2/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3348,70, ,A1,157 REID AVENUE                          ,            ,10305,1,0,1," 1,815 ", 866 ,1986,1,A1," 260,000 ",12/7/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3350,67, ,A2,127 JEROME ROAD                          ,            ,10305,1,0,1," 4,500 "," 1,044 ",1960,1,A2, -   ,6/9/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3350,68, ,A2,133 JEROME ROAD                          ,            ,10305,1,0,1," 4,500 "," 1,008 ",1960,1,A2," 580,000 ",1/13/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3352,52, ,A2,195 HURLBERT STREET                      ,            ,10305,1,0,1," 2,736 "," 1,248 ",1960,1,A2, -   ,11/7/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3354,13, ,A1,18 RUTH PLACE                            ,            ,10305,1,0,1," 4,000 "," 1,873 ",1965,1,A1, -   ,8/29/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3354,47, ,A2,27 XENIA STREET                          ,            ,10305,1,0,1," 4,000 "," 2,136 ",1965,1,A2," 225,000 ",8/23/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3354,93, ,A1,10 XENIA STREET                          ,            ,10305,1,0,1," 2,200 "," 1,108 ",1960,1,A1," 389,000 ",10/5/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3358,19, ,A2,106 BENTON AVENUE                        ,            ,10305,1,0,1," 11,170 ", 888 ,1955,1,A2, -   ,5/31/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3359,44, ,A2,171 LACONIA AVENUE                       ,            ,10305,1,0,1," 3,800 "," 1,164 ",1955,1,A2," 420,000 ",10/5/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3359,46, ,A2,177 LACONIA AVENUE                       ,            ,10305,1,0,1," 4,419 "," 1,242 ",1955,1,A2, -   ,10/5/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3359,59, ,A2,207 EVERGREEN AVENUE                     ,            ,10305,1,0,1," 3,960 "," 1,152 ",1955,1,A2, -   ,10/5/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3361,117, ,A2,266 EVERGREEN AVENUE                     ,            ,10305,1,0,1," 4,214 "," 1,116 ",1960,1,A2, -   ,1/28/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3361,178, ,A1,401 BURGHER AVENUE                       ,            ,10305,1,0,1," 4,200 "," 2,214 ",1960,1,A1," 730,000 ",12/28/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3362,40, ,A2,237 EVERGREEN AVENUE                     ,            ,10305,1,0,1," 5,900 "," 1,172 ",1950,1,A2, -   ,11/10/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3362,78, ,A2,269 HURLBERT STREET                      ,            ,10305,1,0,1," 4,597 "," 1,124 ",1960,1,A2," 700,000 ",4/3/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3370,22, ,A2,401 ATLANTIC AVENUE                      ,            ,10305,1,0,1," 4,400 "," 1,080 ",1960,1,A2," 425,000 ",7/29/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3371,14, ,A5,409 RARITAN AVENUE                       ,            ,10305,1,0,1," 1,383 ", 780 ,1988,1,A5," 339,000 ",5/12/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3371,149, ,A5,440 ATLANTIC AVENUE                      ,            ,10305,1,0,1," 3,500 "," 1,170 ",1965,1,A5," 510,000 ",9/12/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3374,18, ,A2,409 DELAWARE AVENUE                      ,            ,10305,1,0,1," 5,000 "," 1,028 ",1955,1,A2, -   ,9/20/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3374,44, ,A5,410 RARITAN AVENUE                       ,            ,10305,1,0,1," 1,960 "," 1,296 ",2002,1,A5," 450,000 ",12/1/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3378,30, ,A5,390 CROMWELL AVENUE                      ,            ,10305,1,0,1," 2,365 "," 1,340 ",2001,1,A5, -   ,9/19/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3378,71, ,A5,333 GARRETSON AVENUE                     ,            ,10305,1,0,1," 2,100 "," 1,440 ",2007,1,A5, -   ,11/14/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3379,42, ,A5,350 GARRETSON AVENUE                     ,            ,10305,1,0,1," 2,400 "," 1,280 ",1997,1,A5," 370,000 ",12/22/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3390,20, ,A5,199 QUINTARD STREET                      ,            ,10305,1,0,1," 2,040 ", 756 ,1987,1,A5," 290,000 ",9/22/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3390,64, ,A5,195 QUINTARD STREET                      ,            ,10305,1,0,1," 1,036 ", 756 ,1987,1,A5," 285,000 ",9/19/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3391,18, ,A5,343 PARKINSON AVENUE                     ,            ,10305,1,0,1," 2,180 "," 1,230 ",2000,1,A5," 445,000 ",2/7/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3392,9, ,A2,15 CAMERON AVENUE                        ,            ,10305,1,0,1," 4,000 "," 1,150 ",1960,1,A2, 10 ,7/5/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3393,4, ,A5,7 SCOTT AVENUE                           ,            ,10305,1,0,1," 2,200 "," 1,120 ",1993,1,A5," 480,000 ",12/5/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3393,45, ,A5,89 SCOTT AVENUE                          ,            ,10305,1,0,1," 2,000 "," 1,200 ",2003,1,A5," 440,000 ",12/16/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3393,49, ,A5,223 QUINTARD STREET                      ,            ,10305,1,0,1," 1,666 "," 1,344 ",1965,1,A5," 436,000 ",1/3/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3393,65, ,A2,64 CAMERON AVENUE                        ,            ,10305,1,0,1," 4,300 ", 960 ,1960,1,A2," 475,000 ",1/24/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3393,65, ,A2,64 CAMERON AVENUE                        ,            ,10305,1,0,1," 4,300 ", 960 ,1960,1,A2, -   ,7/25/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3395,21, ,A1,43 NUGENT AVENUE                         ,            ,10305,1,0,1," 5,996 "," 1,677 ",1925,1,A1," 300,000 ",6/20/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3395,42, ,A5,83 NUGENT AVENUE                         ,            ,10305,1,0,1," 2,000 "," 1,198 ",2012,1,A5," 500,000 ",7/21/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3395,52, ,A5,90 APPLEBY AVENUE                        ,            ,10305,1,0,1," 2,936 "," 1,740 ",2011,1,A5," 639,000 ",10/5/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3395,68, ,A5,56 APPLEBY AVENUE                        ,            ,10305,1,0,1," 2,500 "," 1,352 ",2006,1,A5, -   ,1/18/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3395,68, ,A5,56 APPLEBY AVENUE                        ,            ,10305,1,0,1," 2,500 "," 1,352 ",2006,1,A5," 533,000 ",8/4/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3395,103, ,A5,21 TONY COURT                            ,            ,10305,1,0,1," 1,350 "," 1,800 ",1987,1,A5," 310,000 ",3/16/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3396,22, ,A5,314B NORWAY AVENUE                       ,            ,10305,1,0,1," 1,350 "," 1,008 ",1999,1,A5," 411,000 ",11/16/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3396,36, ,A5,33 VULCAN STREET                         ,            ,10305,1,0,1," 2,399 "," 2,046 ",2004,1,A5," 514,888 ",6/28/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3396,121, ,A5,314A NORWAY AVENUE                       ,            ,10305,1,0,1," 1,350 "," 1,008 ",1999,1,A5," 395,000 ",5/12/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3396,122, ,A5,316A NORWAY AVENUE                       ,            ,10305,1,0,1," 1,350 "," 1,008 ",1999,1,A5," 460,000 ",10/25/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3397,14, ,A2,4 VULCAN STREET                          ,            ,10305,1,0,1," 5,658 "," 1,012 ",1950,1,A2," 475,000 ",11/9/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3401,1, ,S1,36 OLYMPIA BOULEVARD                     ,            ,10305,1,1,2," 2,440 "," 2,800 ",1930,1,S1," 138,800 ",3/24/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3403,16, ,A2,20 ORLANDO STREET                        ,            ,10305,1,0,1," 2,380 ", 596 ,1925,1,A2," 240,000 ",2/28/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3404,81, ,A6,11 WENTWORTH AVENUE                      ,            ,10305,1,0,1," 5,400 "," 1,104 ",1920,1,A6," 265,000 ",10/16/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3405,19, ,A2,45 LANSING STREET                        ,            ,10305,1,0,1," 3,698 ", 486 ,1915,1,A2," 127,200 ",7/8/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3406,4, ,A5,320 SAND LANE                            ,            ,10305,1,0,1," 1,372 "," 1,492 ",2001,1,A5," 393,000 ",1/20/2017
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3410,32, ,A3,48 WENTWORTH AVENUE                      ,            ,10305,1,0,1," 6,000 "," 2,880 ",2006,1,A3," 805,000 ",8/29/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3410,48, ,A5,76 WENTWORTH AVENUE                      ,            ,10305,1,0,1," 1,625 "," 1,176 ",2004,1,A5," 391,000 ",10/20/2016
